Station ID,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency,city,activity_status
EVS00866,DC Fast Charger,0.31,24/7,15.48,18,Greenlots,150,"CCS, Type 2",2017,No,3.1,5,Monthly,São Paulo,low
EVS00935,DC Fast Charger,0.47,24/7,2.02,83,Greenlots,350,"Type 2, Tesla",2014,No,4.7,7,Annually,Bangkok,high
EVS00984,DC Fast Charger,0.36,24/7,9.04,32,Greenlots,150,CCS,2018,No,3.9,5,Annually,Toronto,low
EVS01019,AC Level 1,0.37,24/7,9.96,58,Ionity,50,"CHAdeMO, CCS",2021,No,4.3,5,Monthly,Berlin,high
EVS01030,AC Level 2,0.11,6:00-22:00,12.2,70,Tesla,50,"CHAdeMO, Type 2",2021,Yes,3.2,7,Annually,Bangkok,high
EVS01079,DC Fast Charger,0.29,24/7,14.73,86,EVgo,350,"CCS, CHAdeMO",2021,Yes,4.1,8,Quarterly,Mexico City,high
EVS01535,AC Level 2,0.32,24/7,14.68,70,EVgo,50,"CHAdeMO, Tesla",2016,Yes,3.4,10,Annually,Los Angeles,high
EVS01770,AC Level 2,0.41,24/7,17.71,20,Tesla,150,"Type 2, Tesla",2010,No,4.1,10,Monthly,Seoul,low
EVS01952,DC Fast Charger,0.39,9:00-18:00,3.9,82,ChargePoint,150,"CCS, Tesla",2013,No,4.7,9,Quarterly,Mumbai,high
EVS02060,DC Fast Charger,0.4,6:00-22:00,1.47,58,ChargePoint,50,"Tesla, CHAdeMO",2021,Yes,3.7,9,Annually,Bangkok,high
EVS02344,DC Fast Charger,0.24,6:00-22:00,16.2,10,Greenlots,22,"CHAdeMO, Type 2",2010,Yes,4.2,9,Quarterly,Sydney,low
EVS02429,AC Level 1,0.24,9:00-18:00,3.14,93,Tesla,150,"CHAdeMO, Tesla",2019,No,3.1,5,Annually,Berlin,high
EVS03083,DC Fast Charger,0.19,9:00-18:00,4.28,40,ChargePoint,350,"Type 2, Tesla",2014,No,3.7,10,Monthly,Seoul,low
EVS03319,AC Level 1,0.34,24/7,1.27,16,Tesla,22,"Type 2, CHAdeMO",2020,Yes,4.1,1,Annually,São Paulo,low
EVS03330,DC Fast Charger,0.47,9:00-18:00,1.33,72,EVgo,150,"CCS, Type 2",2010,Yes,4.1,9,Monthly,Beijing,high
EVS03459,AC Level 2,0.19,6:00-22:00,15.77,47,Greenlots,150,Tesla,2021,Yes,3.3,3,Quarterly,Sydney,low
EVS03476,AC Level 1,0.45,6:00-22:00,11.0,51,Tesla,22,Type 2,2022,No,3.5,9,Annually,São Paulo,high
EVS03526,DC Fast Charger,0.42,9:00-18:00,16.69,48,Ionity,150,"Type 2, Tesla",2012,No,4.4,6,Quarterly,Beijing,low
EVS03706,DC Fast Charger,0.28,24/7,7.27,95,Ionity,150,Tesla,2010,Yes,3.1,1,Annually,San Francisco,high
EVS03717,DC Fast Charger,0.24,9:00-18:00,6.46,18,Greenlots,22,"CHAdeMO, CCS",2014,No,4.9,1,Monthly,Beijing,low
EVS03756,DC Fast Charger,0.24,6:00-22:00,2.21,61,EVgo,50,CCS,2023,Yes,3.7,1,Monthly,Berlin,high
EVS03759,AC Level 1,0.15,9:00-18:00,7.67,64,ChargePoint,50,Tesla,2015,No,3.9,7,Annually,San Francisco,high
EVS03958,DC Fast Charger,0.21,9:00-18:00,15.31,50,EVgo,150,CHAdeMO,2022,Yes,4.9,5,Quarterly,Mexico City,high
EVS04980,AC Level 2,0.16,6:00-22:00,6.98,100,Ionity,50,Type 2,2015,No,4.4,10,Monthly,Los Angeles,high
EVS00025,AC Level 1,0.5,9:00-18:00,4.71,67,ChargePoint,50,"CCS, Tesla",2021,No,4.7,7,Quarterly,Chicago,high
EVS00082,DC Fast Charger,0.32,24/7,16.79,31,EVgo,50,Type 2,2023,Yes,3.5,4,Quarterly,Mexico City,low
EVS00129,AC Level 1,0.1,6:00-22:00,11.77,66,Ionity,22,"CCS, Type 2",2021,Yes,4.3,4,Quarterly,Beijing,high
EVS00180,AC Level 2,0.29,9:00-18:00,19.63,77,EVgo,50,"CHAdeMO, Tesla",2017,Yes,4.3,3,Monthly,Moscow,high
EVS00680,AC Level 2,0.24,9:00-18:00,4.09,49,Tesla,22,"Type 2, CHAdeMO",2015,Yes,4.3,5,Monthly,Chicago,low
EVS01109,DC Fast Charger,0.17,9:00-18:00,5.46,14,Greenlots,350,CCS,2020,Yes,3.8,1,Monthly,Cape Town,low
EVS01267,AC Level 2,0.19,9:00-18:00,15.08,43,ChargePoint,150,Tesla,2014,No,4.8,6,Quarterly,Beijing,low
EVS01332,AC Level 1,0.14,24/7,6.93,93,Tesla,350,Tesla,2014,No,3.9,2,Quarterly,Sydney,high
EVS01599,AC Level 2,0.25,9:00-18:00,13.66,67,Tesla,22,Type 2,2018,Yes,3.2,5,Quarterly,Seoul,high
EVS01797,AC Level 2,0.34,9:00-18:00,16.69,55,Greenlots,150,"CCS, Tesla",2018,No,4.3,9,Quarterly,São Paulo,high
EVS01907,AC Level 2,0.41,24/7,19.94,15,Tesla,50,CHAdeMO,2016,No,4.9,9,Quarterly,Mumbai,low
EVS01940,DC Fast Charger,0.26,24/7,14.78,69,ChargePoint,22,"Tesla, CCS",2016,No,3.0,5,Monthly,San Francisco,high
EVS02600,AC Level 2,0.29,9:00-18:00,8.72,72,ChargePoint,22,"Type 2, CHAdeMO",2022,Yes,3.4,7,Annually,Mumbai,high
EVS02638,DC Fast Charger,0.3,24/7,18.16,90,ChargePoint,50,Tesla,2022,Yes,3.4,6,Annually,Beijing,high
EVS02700,AC Level 1,0.24,9:00-18:00,4.89,66,Ionity,22,CCS,2020,No,4.8,8,Annually,Beijing,high
EVS03062,DC Fast Charger,0.17,24/7,12.04,37,EVgo,150,CHAdeMO,2020,No,3.4,7,Monthly,Beijing,low
EVS03503,DC Fast Charger,0.27,6:00-22:00,5.0,36,Ionity,50,"CCS, CHAdeMO",2014,No,3.5,9,Quarterly,Dubai,low
EVS03510,AC Level 1,0.29,9:00-18:00,6.92,76,Ionity,50,"Tesla, Type 2",2020,No,4.0,2,Annually,Mexico City,high
EVS03785,AC Level 1,0.29,9:00-18:00,8.13,79,ChargePoint,350,CCS,2016,No,4.2,8,Quarterly,Bangkok,high
EVS03904,AC Level 1,0.21,9:00-18:00,5.19,69,Tesla,50,CHAdeMO,2015,No,3.2,9,Monthly,San Francisco,high
EVS04149,AC Level 1,0.45,9:00-18:00,13.65,95,Greenlots,150,"Tesla, CCS",2022,Yes,3.5,4,Monthly,Chicago,high
EVS04289,AC Level 2,0.42,6:00-22:00,7.49,20,EVgo,50,CHAdeMO,2020,Yes,3.1,6,Quarterly,Moscow,low
EVS04493,DC Fast Charger,0.42,6:00-22:00,13.61,56,Tesla,150,"CHAdeMO, Type 2",2020,Yes,3.5,5,Monthly,Cape Town,high
EVS00172,DC Fast Charger,0.4,24/7,11.93,35,Tesla,350,"CHAdeMO, Type 2",2017,Yes,4.2,4,Annually,Seoul,low
EVS00332,DC Fast Charger,0.21,9:00-18:00,16.38,55,Ionity,22,"CCS, CHAdeMO",2015,No,3.4,1,Monthly,Moscow,high
EVS00362,AC Level 1,0.15,24/7,15.92,95,EVgo,22,"Tesla, CCS",2012,Yes,4.6,9,Annually,São Paulo,high
EVS00426,DC Fast Charger,0.37,24/7,7.39,99,Tesla,150,"CHAdeMO, Type 2",2010,Yes,4.1,3,Monthly,Dubai,high
EVS00454,AC Level 1,0.18,9:00-18:00,7.8,69,ChargePoint,50,CHAdeMO,2016,Yes,3.8,7,Quarterly,Los Angeles,high
EVS00505,DC Fast Charger,0.45,9:00-18:00,17.8,22,EVgo,22,"CHAdeMO, CCS",2014,No,3.5,9,Quarterly,Seoul,low
EVS00806,AC Level 2,0.43,24/7,12.75,56,ChargePoint,350,"Tesla, CCS",2017,No,3.4,5,Annually,São Paulo,high
EVS01078,AC Level 1,0.33,9:00-18:00,13.36,42,Ionity,50,Tesla,2016,Yes,4.3,2,Monthly,Moscow,low
EVS01578,AC Level 2,0.19,6:00-22:00,2.93,24,Ionity,50,"Type 2, CCS",2020,Yes,4.7,4,Quarterly,Los Angeles,low
EVS01777,AC Level 2,0.24,24/7,7.81,99,Greenlots,22,"CHAdeMO, Tesla",2017,Yes,4.1,9,Monthly,Chicago,high
EVS01947,DC Fast Charger,0.44,6:00-22:00,3.47,87,ChargePoint,150,"CCS, Type 2",2016,No,3.5,4,Annually,Berlin,high
EVS02867,AC Level 1,0.16,6:00-22:00,14.58,86,Ionity,350,"Tesla, CHAdeMO",2010,No,3.3,1,Annually,Bangkok,high
EVS02907,AC Level 1,0.33,9:00-18:00,4.31,16,EVgo,22,Tesla,2018,Yes,4.8,9,Monthly,San Francisco,low
EVS02985,AC Level 2,0.14,6:00-22:00,10.8,23,Ionity,350,Type 2,2016,Yes,4.7,9,Quarterly,Beijing,low
EVS03074,DC Fast Charger,0.43,24/7,1.62,52,ChargePoint,50,"Type 2, CHAdeMO",2021,Yes,3.2,10,Quarterly,Chicago,high
EVS03218,AC Level 1,0.37,9:00-18:00,7.41,62,Ionity,150,"Tesla, CCS",2023,No,3.2,6,Quarterly,Cape Town,high
EVS03684,DC Fast Charger,0.49,24/7,15.52,21,Tesla,50,CCS,2023,Yes,3.0,5,Annually,San Francisco,low
EVS04174,DC Fast Charger,0.42,24/7,14.36,100,Greenlots,22,"Tesla, Type 2",2014,Yes,3.1,3,Annually,Moscow,high
EVS04176,AC Level 1,0.16,6:00-22:00,13.53,38,Greenlots,50,"Tesla, Type 2",2012,No,3.4,8,Monthly,Los Angeles,low
EVS04417,AC Level 1,0.22,24/7,4.24,57,Ionity,150,"Tesla, Type 2",2013,Yes,4.4,6,Quarterly,Dubai,high
EVS00526,AC Level 1,0.42,24/7,15.18,93,EVgo,50,CHAdeMO,2021,No,4.9,7,Monthly,San Francisco,high
EVS00739,AC Level 1,0.29,6:00-22:00,8.09,89,Greenlots,22,"CCS, Tesla",2021,Yes,3.5,5,Quarterly,Mumbai,high
EVS01049,AC Level 1,0.41,9:00-18:00,14.13,70,Tesla,50,CCS,2014,Yes,3.5,4,Quarterly,Berlin,high
EVS01148,AC Level 1,0.33,9:00-18:00,5.31,97,Greenlots,50,"Tesla, CHAdeMO",2013,Yes,3.3,2,Monthly,Toronto,high
EVS01313,DC Fast Charger,0.43,24/7,6.15,61,EVgo,22,Tesla,2023,Yes,4.4,5,Quarterly,Mumbai,high
EVS01814,AC Level 2,0.22,24/7,8.22,40,Tesla,350,"CCS, Type 2",2021,No,3.9,4,Quarterly,Dubai,low
EVS02117,AC Level 1,0.22,24/7,17.64,73,Tesla,150,Type 2,2017,Yes,4.1,7,Annually,São Paulo,high
EVS02182,DC Fast Charger,0.28,24/7,15.45,81,ChargePoint,350,"Tesla, CHAdeMO",2015,No,3.1,5,Annually,Cape Town,high
EVS02324,DC Fast Charger,0.2,9:00-18:00,5.05,60,ChargePoint,350,CHAdeMO,2017,Yes,4.8,4,Quarterly,San Francisco,high
EVS02613,AC Level 1,0.22,9:00-18:00,0.96,88,Ionity,22,Type 2,2021,Yes,3.3,7,Monthly,Los Angeles,high
EVS02630,AC Level 1,0.18,9:00-18:00,9.79,51,EVgo,50,"CHAdeMO, Type 2",2012,No,4.6,9,Annually,Mexico City,high
EVS02835,AC Level 2,0.4,6:00-22:00,13.53,46,Ionity,22,"Type 2, CCS",2019,No,4.6,6,Monthly,Mexico City,low
EVS03055,AC Level 2,0.24,6:00-22:00,3.68,43,Greenlots,350,Tesla,2023,Yes,3.4,3,Quarterly,Moscow,low
EVS03122,AC Level 2,0.37,6:00-22:00,13.79,95,Tesla,350,"Type 2, CCS",2015,Yes,3.6,10,Annually,Los Angeles,high
EVS03254,AC Level 2,0.27,9:00-18:00,9.05,37,ChargePoint,50,"Type 2, CCS",2010,Yes,3.2,8,Annually,Los Angeles,low
EVS03818,DC Fast Charger,0.46,9:00-18:00,9.58,26,Greenlots,150,"Tesla, CCS",2011,Yes,3.2,1,Monthly,Chicago,low
EVS04333,DC Fast Charger,0.28,6:00-22:00,11.53,30,EVgo,50,CHAdeMO,2019,Yes,3.2,8,Quarterly,Los Angeles,low
EVS04748,AC Level 2,0.12,24/7,5.65,27,EVgo,22,"Type 2, Tesla",2011,No,4.7,5,Monthly,Bangkok,low
EVS00254,AC Level 1,0.38,9:00-18:00,4.98,54,ChargePoint,150,CCS,2015,No,5.0,1,Quarterly,Berlin,high
EVS00373,AC Level 2,0.26,9:00-18:00,11.77,55,EVgo,150,"Type 2, Tesla",2017,No,4.0,10,Annually,Chicago,high
EVS01048,DC Fast Charger,0.42,9:00-18:00,19.94,14,Tesla,22,"Type 2, CCS",2017,No,3.4,3,Quarterly,Sydney,low
EVS01598,AC Level 2,0.49,6:00-22:00,15.4,90,Ionity,150,"CHAdeMO, Type 2",2023,Yes,3.8,3,Monthly,São Paulo,high
EVS01747,DC Fast Charger,0.41,24/7,10.84,37,Greenlots,50,"CCS, Type 2",2021,Yes,3.0,8,Annually,São Paulo,low
EVS01854,AC Level 2,0.31,24/7,19.88,90,ChargePoint,50,"CHAdeMO, Type 2",2013,No,4.3,5,Annually,Seoul,high
EVS02064,DC Fast Charger,0.19,24/7,11.22,61,Ionity,22,"Tesla, CCS",2021,No,4.2,9,Quarterly,Toronto,high
EVS02114,AC Level 1,0.23,6:00-22:00,5.36,93,Ionity,350,"Type 2, Tesla",2016,Yes,4.1,3,Annually,Mexico City,high
EVS02144,AC Level 2,0.5,6:00-22:00,1.76,51,Greenlots,50,"CCS, Type 2",2012,No,3.6,9,Monthly,Berlin,high
EVS02290,AC Level 1,0.2,9:00-18:00,1.32,75,Tesla,22,Type 2,2021,No,3.2,8,Monthly,Seoul,high
EVS02345,AC Level 1,0.42,24/7,0.62,56,EVgo,350,"CCS, Type 2",2019,Yes,3.1,10,Annually,Sydney,high
EVS02679,DC Fast Charger,0.29,9:00-18:00,19.05,65,EVgo,50,"Tesla, CCS",2021,Yes,3.3,9,Monthly,Chicago,high
EVS02968,AC Level 1,0.36,9:00-18:00,16.16,23,EVgo,350,CCS,2014,Yes,3.7,3,Monthly,Seoul,low
EVS03065,AC Level 1,0.24,9:00-18:00,16.52,49,Ionity,50,"CCS, Type 2",2023,Yes,4.6,8,Monthly,Seoul,low
EVS03259,AC Level 2,0.16,24/7,9.28,87,Ionity,350,"Tesla, CCS",2019,No,3.7,4,Quarterly,San Francisco,high
EVS03739,AC Level 2,0.18,9:00-18:00,9.1,44,ChargePoint,22,"CCS, Tesla",2019,Yes,4.5,5,Quarterly,Mexico City,low
EVS03832,DC Fast Charger,0.21,9:00-18:00,0.99,28,EVgo,22,"CHAdeMO, Tesla",2017,Yes,3.3,8,Quarterly,Mumbai,low
EVS04290,AC Level 1,0.25,9:00-18:00,17.96,34,Tesla,22,"CHAdeMO, Tesla",2015,No,4.1,3,Quarterly,Toronto,low
EVS04558,AC Level 1,0.21,24/7,18.94,97,ChargePoint,150,"CCS, Type 2",2023,Yes,3.5,3,Annually,Cape Town,high
EVS04865,AC Level 2,0.26,24/7,18.95,66,Tesla,22,Type 2,2018,Yes,4.6,6,Quarterly,San Francisco,high
EVS04869,AC Level 1,0.22,24/7,3.85,54,Greenlots,22,"Tesla, Type 2",2014,No,3.0,10,Annually,Los Angeles,high
EVS04972,DC Fast Charger,0.4,6:00-22:00,5.3,12,Ionity,50,CHAdeMO,2020,Yes,4.9,5,Monthly,Berlin,low
EVS00654,AC Level 2,0.35,9:00-18:00,6.01,36,Tesla,50,Type 2,2012,No,4.5,9,Quarterly,Toronto,low
EVS00856,AC Level 2,0.32,9:00-18:00,4.34,84,Ionity,150,"Type 2, CHAdeMO",2019,No,4.3,8,Annually,Mumbai,high
EVS00998,DC Fast Charger,0.35,24/7,6.29,12,Ionity,50,CHAdeMO,2018,Yes,4.5,7,Quarterly,Dubai,low
EVS01294,AC Level 2,0.29,6:00-22:00,16.52,32,Tesla,350,Tesla,2010,No,3.4,10,Monthly,Mexico City,low
EVS01448,DC Fast Charger,0.36,6:00-22:00,8.99,63,ChargePoint,22,"Tesla, CCS",2012,No,4.9,2,Quarterly,Chicago,high
EVS01935,AC Level 2,0.41,24/7,17.18,17,Ionity,350,"Tesla, CCS",2010,No,4.5,9,Annually,Berlin,low
EVS01979,AC Level 1,0.31,6:00-22:00,2.33,62,Ionity,150,CHAdeMO,2011,Yes,3.8,10,Quarterly,Toronto,high
EVS02009,DC Fast Charger,0.27,6:00-22:00,12.78,85,Greenlots,150,CHAdeMO,2019,Yes,3.9,1,Monthly,Bangkok,high
EVS02862,AC Level 1,0.15,24/7,11.58,75,Tesla,150,CCS,2017,No,3.3,7,Monthly,São Paulo,high
EVS03470,DC Fast Charger,0.23,24/7,9.0,100,EVgo,50,"CHAdeMO, CCS",2017,Yes,5.0,9,Monthly,Dubai,high
EVS03644,AC Level 1,0.33,9:00-18:00,5.02,58,Greenlots,22,"Type 2, CHAdeMO",2014,Yes,3.1,5,Annually,Toronto,high
EVS03923,AC Level 2,0.12,24/7,15.87,42,EVgo,150,Tesla,2020,Yes,3.3,6,Annually,Toronto,low
EVS03967,AC Level 1,0.35,24/7,19.9,40,ChargePoint,350,Type 2,2021,Yes,4.4,4,Quarterly,Beijing,low
EVS04030,DC Fast Charger,0.33,24/7,15.56,56,Greenlots,350,CCS,2011,No,3.2,9,Monthly,Toronto,high
EVS04148,DC Fast Charger,0.3,24/7,13.96,88,Ionity,150,"CCS, Tesla",2017,Yes,5.0,6,Monthly,San Francisco,high
EVS04157,AC Level 2,0.26,9:00-18:00,17.46,58,Ionity,150,Type 2,2017,Yes,3.0,5,Quarterly,San Francisco,high
EVS04419,DC Fast Charger,0.26,24/7,2.11,86,EVgo,22,Type 2,2016,Yes,4.6,7,Monthly,Moscow,high
EVS04577,AC Level 1,0.12,24/7,9.33,84,Tesla,50,"Type 2, Tesla",2016,No,4.5,10,Annually,Los Angeles,high
EVS04669,AC Level 1,0.22,24/7,13.61,27,Greenlots,150,"CCS, Tesla",2020,No,3.4,9,Monthly,Los Angeles,low
EVS04786,AC Level 1,0.46,24/7,14.39,63,ChargePoint,150,CCS,2022,Yes,3.5,9,Annually,Dubai,high
EVS04913,AC Level 2,0.26,9:00-18:00,14.87,11,Ionity,50,CCS,2011,No,4.1,9,Monthly,Los Angeles,low
EVS00044,AC Level 1,0.36,9:00-18:00,2.38,96,ChargePoint,50,CCS,2019,No,3.8,3,Monthly,Seoul,high
EVS00296,AC Level 2,0.41,9:00-18:00,14.98,96,Greenlots,350,CHAdeMO,2018,No,4.6,5,Monthly,Chicago,high
EVS00487,DC Fast Charger,0.14,24/7,7.92,12,Tesla,350,Tesla,2021,Yes,3.3,6,Annually,São Paulo,low
EVS00764,AC Level 2,0.41,24/7,8.18,45,EVgo,50,Tesla,2011,Yes,4.2,3,Annually,Seoul,low
EVS01038,AC Level 1,0.27,9:00-18:00,11.11,23,ChargePoint,50,Type 2,2017,Yes,4.3,4,Quarterly,San Francisco,low
EVS01186,AC Level 2,0.13,9:00-18:00,15.04,50,Greenlots,50,Tesla,2022,Yes,4.8,3,Annually,Bangkok,high
EVS01366,AC Level 2,0.12,24/7,13.96,83,Greenlots,150,Type 2,2013,No,4.9,7,Annually,Mexico City,high
EVS01553,DC Fast Charger,0.25,24/7,17.24,96,Greenlots,50,CHAdeMO,2021,No,3.2,7,Quarterly,Moscow,high
EVS01912,AC Level 2,0.12,24/7,12.62,27,Greenlots,150,"Tesla, CCS",2022,Yes,4.4,1,Annually,Mumbai,low
EVS02237,AC Level 1,0.28,24/7,8.02,79,Greenlots,50,"Tesla, CCS",2017,Yes,3.5,10,Quarterly,Bangkok,high
EVS02876,DC Fast Charger,0.19,6:00-22:00,7.11,47,ChargePoint,50,CCS,2010,No,4.3,6,Quarterly,São Paulo,low
EVS02987,AC Level 2,0.14,6:00-22:00,6.37,35,EVgo,22,"Tesla, Type 2",2014,Yes,4.8,1,Quarterly,Bangkok,low
EVS03010,AC Level 1,0.11,6:00-22:00,16.14,99,Tesla,22,"CHAdeMO, Type 2",2018,No,3.6,10,Quarterly,Seoul,high
EVS03337,AC Level 2,0.45,9:00-18:00,0.74,80,Greenlots,350,"Type 2, Tesla",2017,No,4.9,1,Monthly,Dubai,high
EVS03369,DC Fast Charger,0.43,9:00-18:00,15.83,31,Ionity,22,"Type 2, Tesla",2013,Yes,3.2,10,Monthly,Beijing,low
EVS04292,DC Fast Charger,0.31,9:00-18:00,6.54,54,EVgo,22,Tesla,2020,Yes,4.5,5,Annually,Sydney,high
EVS04475,DC Fast Charger,0.38,24/7,4.25,67,ChargePoint,350,CCS,2017,No,4.1,4,Annually,San Francisco,high
EVS04687,AC Level 1,0.12,9:00-18:00,7.77,16,Greenlots,350,Type 2,2018,No,4.3,4,Monthly,São Paulo,low
EVS04884,AC Level 2,0.14,24/7,13.63,40,Ionity,350,"CHAdeMO, Type 2",2014,Yes,3.0,5,Monthly,Bangkok,low
EVS04896,AC Level 1,0.36,9:00-18:00,18.5,70,ChargePoint,350,"CHAdeMO, Tesla",2018,Yes,3.8,5,Annually,Mexico City,high
EVS00007,AC Level 1,0.4,24/7,2.68,89,ChargePoint,350,"Tesla, CCS",2011,Yes,4.0,4,Annually,Moscow,high
EVS00174,AC Level 1,0.32,24/7,7.39,45,ChargePoint,22,"CHAdeMO, Tesla",2016,No,4.8,3,Annually,Berlin,low
EVS00308,DC Fast Charger,0.2,6:00-22:00,5.45,64,ChargePoint,50,"Type 2, CCS",2016,No,3.2,2,Monthly,Chicago,high
EVS00369,AC Level 1,0.19,9:00-18:00,7.78,78,EVgo,50,CHAdeMO,2020,No,3.2,3,Monthly,São Paulo,high
EVS00632,AC Level 1,0.22,6:00-22:00,6.26,66,Greenlots,350,"CCS, CHAdeMO",2021,No,4.0,10,Quarterly,São Paulo,high
EVS01037,AC Level 1,0.17,6:00-22:00,8.18,74,ChargePoint,22,CCS,2017,No,4.2,6,Quarterly,Mumbai,high
EVS01152,DC Fast Charger,0.43,9:00-18:00,10.51,79,ChargePoint,22,CCS,2015,No,3.7,6,Monthly,Dubai,high
EVS01240,AC Level 2,0.44,9:00-18:00,6.67,22,EVgo,150,"CCS, Tesla",2022,Yes,3.4,9,Quarterly,Los Angeles,low
EVS01816,DC Fast Charger,0.48,9:00-18:00,18.89,60,Greenlots,150,Tesla,2010,No,4.0,10,Monthly,San Francisco,high
EVS02177,DC Fast Charger,0.11,9:00-18:00,13.99,36,ChargePoint,22,"Tesla, CCS",2014,No,4.8,3,Annually,Cape Town,low
EVS02460,AC Level 1,0.37,9:00-18:00,15.05,70,Ionity,150,"CHAdeMO, Type 2",2012,Yes,3.1,5,Annually,Cape Town,high
EVS02546,DC Fast Charger,0.25,24/7,6.58,70,EVgo,350,"CHAdeMO, CCS",2018,No,4.4,8,Monthly,São Paulo,high
EVS02563,AC Level 1,0.25,6:00-22:00,2.04,81,EVgo,22,Type 2,2022,Yes,4.9,10,Monthly,Moscow,high
EVS02823,AC Level 2,0.37,24/7,19.61,24,Greenlots,50,Type 2,2017,Yes,4.7,2,Monthly,Chicago,low
EVS03030,AC Level 1,0.16,9:00-18:00,3.29,65,Tesla,350,"CHAdeMO, Tesla",2012,No,3.7,1,Monthly,San Francisco,high
EVS03139,DC Fast Charger,0.3,24/7,16.95,39,Ionity,50,Tesla,2010,Yes,3.2,3,Quarterly,Mumbai,low
EVS03152,DC Fast Charger,0.23,9:00-18:00,5.25,35,EVgo,150,"Tesla, Type 2",2017,No,5.0,6,Annually,Cape Town,low
EVS04009,AC Level 1,0.26,6:00-22:00,10.08,78,Ionity,350,"Type 2, CCS",2011,No,3.2,4,Annually,Cape Town,high
EVS04129,DC Fast Charger,0.12,9:00-18:00,19.25,57,Greenlots,350,CHAdeMO,2020,No,3.3,7,Annually,Berlin,high
EVS04360,AC Level 1,0.37,6:00-22:00,4.84,20,Greenlots,350,Type 2,2017,No,3.0,2,Monthly,Sydney,low
EVS00005,AC Level 2,0.11,9:00-18:00,9.76,19,EVgo,350,CCS,2015,Yes,3.7,6,Annually,Mumbai,low
EVS00076,AC Level 2,0.16,24/7,12.25,12,Tesla,50,CCS,2022,Yes,3.1,8,Monthly,São Paulo,low
EVS00287,AC Level 2,0.3,24/7,12.97,60,Ionity,22,Type 2,2017,No,5.0,9,Quarterly,Cape Town,high
EVS00613,DC Fast Charger,0.42,9:00-18:00,3.59,29,Tesla,50,"CHAdeMO, Type 2",2010,No,3.2,2,Quarterly,Mumbai,low
EVS00668,AC Level 2,0.22,6:00-22:00,10.97,49,ChargePoint,50,Tesla,2019,Yes,3.1,7,Monthly,Mumbai,low
EVS00705,AC Level 1,0.32,6:00-22:00,12.8,95,Greenlots,50,Tesla,2011,No,5.0,10,Quarterly,Los Angeles,high
EVS00802,AC Level 1,0.22,24/7,14.05,59,EVgo,150,"Tesla, CHAdeMO",2022,Yes,3.5,6,Annually,Seoul,high
EVS01368,DC Fast Charger,0.36,9:00-18:00,3.1,18,EVgo,150,Type 2,2020,Yes,4.5,2,Quarterly,Mexico City,low
EVS01484,DC Fast Charger,0.15,24/7,17.32,90,Tesla,350,Type 2,2012,No,3.3,2,Monthly,Dubai,high
EVS01588,AC Level 1,0.38,9:00-18:00,15.13,24,Tesla,350,Tesla,2013,No,3.7,10,Annually,Chicago,low
EVS02048,AC Level 1,0.19,24/7,12.23,94,Ionity,150,"Tesla, CCS",2017,Yes,4.5,9,Quarterly,Mexico City,high
EVS02384,DC Fast Charger,0.42,6:00-22:00,18.62,48,ChargePoint,150,"CCS, Tesla",2010,No,4.8,4,Quarterly,Moscow,low
EVS02520,AC Level 2,0.26,9:00-18:00,8.51,57,Tesla,150,"Tesla, CHAdeMO",2016,Yes,4.2,8,Annually,São Paulo,high
EVS02564,DC Fast Charger,0.16,24/7,2.52,28,ChargePoint,350,Type 2,2019,Yes,4.0,3,Quarterly,Los Angeles,low
EVS02687,AC Level 1,0.14,6:00-22:00,9.51,45,ChargePoint,150,"CCS, Tesla",2019,Yes,3.3,1,Monthly,Mexico City,low
EVS02715,AC Level 1,0.35,24/7,1.68,52,Greenlots,350,"Tesla, Type 2",2017,No,3.5,6,Quarterly,São Paulo,high
EVS03243,AC Level 2,0.21,6:00-22:00,15.16,34,Greenlots,350,CCS,2012,Yes,4.0,9,Monthly,Bangkok,low
EVS03318,AC Level 2,0.38,9:00-18:00,2.71,36,EVgo,22,"CHAdeMO, Type 2",2019,Yes,3.9,5,Annually,Mumbai,low
EVS03480,DC Fast Charger,0.45,9:00-18:00,8.1,28,Ionity,22,Tesla,2010,No,4.3,7,Quarterly,Dubai,low
EVS03534,AC Level 1,0.41,9:00-18:00,2.99,75,Tesla,50,"Type 2, CHAdeMO",2023,No,4.8,5,Quarterly,Moscow,high
EVS03585,AC Level 1,0.29,24/7,8.0,56,Ionity,150,"Tesla, CHAdeMO",2015,Yes,3.8,4,Quarterly,Dubai,high
EVS04210,AC Level 2,0.45,6:00-22:00,5.99,50,Tesla,350,"Tesla, CHAdeMO",2017,Yes,3.2,9,Monthly,Dubai,high
EVS04274,AC Level 2,0.44,6:00-22:00,13.37,38,ChargePoint,22,"Tesla, CCS",2020,Yes,4.6,10,Annually,São Paulo,low
EVS04656,DC Fast Charger,0.11,24/7,14.71,78,Ionity,350,"CCS, Type 2",2013,Yes,4.4,10,Annually,San Francisco,high
EVS00152,AC Level 2,0.25,9:00-18:00,11.02,92,Greenlots,22,"CCS, Tesla",2017,No,4.1,3,Monthly,Berlin,high
EVS00169,DC Fast Charger,0.47,6:00-22:00,19.4,37,Ionity,22,CCS,2013,Yes,3.8,1,Monthly,Los Angeles,low
